Date,Price1,Price2,spread_pct,signal
2025-07-04,110.176,98.814,11.498,STRONG_SIGNAL
2025-07-07,110.146,99.054,11.198,STRONG_SIGNAL
2025-07-08,110.450,99.044,11.517,STRONG_SIGNAL
2025-07-09,110.670,99.443,11.290,STRONG_SIGNAL
2025-07-10,111.373,100.081,11.283,STRONG_SIGNAL
2025-07-11,111.353,99.552,11.854,STRONG_SIGNAL
2025-07-14,111.907,99.682,12.263,STRONG_SIGNAL
2025-07-15,112.300,100.211,12.064,STRONG_SIGNAL
2025-07-16,111.084,99.223,11.953,STRONG_SIGNAL
2025-07-17,112.610,100.729,11.794,STRONG_SIGNAL
